sentence,processed_text,sentiment,token_count,original_length,processed_length
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",svyturysutenos alus controlled nordic group baltic beverages holding bbh posted 47percent growth beer sales januarymay 4622 million litres,positive,18,182,138
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",december alone members lithuanian brewers association sold total 203 million liters beer increase 19 percent sales 1992 million liters december 2004,positive,21,202,148
"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",januaryseptember 2009 group net interest income increased eur 1124 mn eur 743 mn januaryseptember 2008,positive,15,131,102
"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",q1 2010 bank land net interest income increased eur 91 mn eur 97 mn,positive,14,95,67
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",sweden operating profit period review totaled eur 34 mn 308 corresponding period 2005,positive,13,127,85
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",fourth quarter 2009 orion net profit went 338 yearonyear eur33m,positive,10,94,63
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",second quarter 2010 group net profit rose eur 31 million eur 25 million apriljune 2009,positive,15,121,86
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",second quarter 2010 group net profit rose eur3 eur2 apriljune 2009,positive,11,109,66
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",third quarter net sales increased 12 yearonyear eur 1595 million comparable currency rates growth,positive,14,134,97
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",third quarter net sales increased 12 yearonyear eur159 comparable currency rates growth,positive,12,128,87
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,market share widened 4851 percent 4831 percent year earlier,positive,9,77,59
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",kesko agro eesti retailer wholesaler grain agricultural warehousing machinery accessories net sales 81 million euros 2007 increase onetenth preceding year,positive,20,209,154
"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",kesko car import retailing business vvauto saw sales grow 171 pct,positive,11,83,65
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,kone net sales rose 14 yearonyear first nine months 2008,positive,10,83,56
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",adp news feb 11 2009 finnish management software solutions provider ixonos oyj hel xns1v said today net profit rose eur 35 million usd 45 2008 eur 31 million 2007,positive,29,209,162
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",adp news feb 12 2009 finnish solutions provider affecto oyj hel afe1v said today net profit rose eur 85 million usd 11m 2008 eur million 2007,positive,26,187,141
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",adp news feb 2009 finnish fishing tackle company rapala vmc corp hel rap1v said today net profit rose eur 192 million usd 246 2008 eur 175 million 2007,positive,28,200,151
"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",adp news nov 2008 finnish electronic measurement products solutions maker vaisala oyj omx vaias said today net profit rose eur 18 million usd 231 first nine months 2008 eur,positive,29,231,172
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",adp news oct 29 2008 finnish lifting equipment maker konecranes oyj omx kcr1v said today net profit rose eur 1166 million usd 1491 first nine months 2008 eur 736 million,positive,30,231,169
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",metso expects net sales increase 10 2008 comparable exchange rates,positive,10,94,66
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,net interest income increased 45 eur 314 mn eur 300 mn 2004,positive,12,80,59
"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",net interest income eur 1522 mn eur 1010 mn 2008,positive,10,69,48
"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",net interest income eur 393 mn eur 327 mn,positive,9,59,41
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,net sales vegetable oil business rose eur 106 mn eur 101 mn,positive,12,78,59
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",nokia multimedia net sales totaled eur 57 bn 45 corresponding period 2005,positive,12,98,73
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,operating income rose eur 6964 mn eur 6003 mn 2009,positive,10,65,50
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",operating profit kauppalehti group rose eur 15 mn eur 13 mn marketplaces eur 13 mn eur 10 mn third quarter 2006,positive,21,160,111
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,operating profit rose eur 194 mn eur 245 mn,positive,9,55,43
Operating profit rose to 22.1 mln eur from 19.9 mln .,operating profit rose 221 mln eur 199 mln,positive,8,53,41
Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,operating profit rose eur 16 mn eur 11 mn corresponding period 2006,positive,12,89,67
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,operating profit rose eur 1034 mn eur 232 corresponding period 2006,positive,11,89,67
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,operating profit rose eur 135 mn eur 97 mn corresponding period 2006,positive,12,90,68
Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,operating profit rose eur 267 mn eur 149 mn corresponding period 2006,positive,12,91,69
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,operating profit rose eur 278 mn eur 175 mn 2008,positive,10,63,48
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,operating profit rose eur 32 mn eur 10 mn corresponding period 2008,positive,12,89,67
Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,operating profit rose eur 47 mn eur 36 mn,positive,9,53,41
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,operating profit rose eur 47 mn eur 46 mn,positive,9,53,41
Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,operating profit rose eur 92 mn eur 68 mn corresponding period 2007,positive,12,89,67
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,operating profit rose eur2 eur1 year earlier,positive,7,64,44
"Operating profit surged to EUR21m from EUR106 ,000 .",operating profit surged eur21m eur106 000,positive,6,52,41
"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .",operating profit totaled eur 377 mn slightly eur 372 mn corresponding period 2006,positive,13,105,81
"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .",operating profit totaled eur 55 mn eur 07 mn,positive,9,59,44
"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",operating profit eur 114 mn eur 75 mn,positive,8,55,37
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",operating profit eur 1397 mn 23 eur 1138 mn,positive,9,63,43
"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",order intake grew 40 yearonyear 30 yearonyear respectively eur 576 million eur 17 billion respective januaryseptember julyseptember 2010 periods,positive,19,187,144
Orders received grew by 55 % year-on-year to EUR732m .,orders received grew 55 yearonyear eur732m,positive,6,54,42
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,orion pharma operating profit increased 425 2004,positive,7,64,48
Passenger volumes rose by 8.4 % in the accounting period .,passenger volumes rose 84 accounting period,positive,6,58,43
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,passengerrelated revenue rose 51 eur 4608 mn eur 4385 mn 2009,positive,11,83,61
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,pretax profit rose eur 06 mn eur 04 mn corresponding period 2005,positive,12,86,64
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",pretax profit rose eur 1019 mn eur 1007 corresponding period 2005,positive,11,87,65
Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,pretax profit rose eur 178 mn eur 149 mn 2005,positive,10,60,45
